WT sseJ sseL slrP ssaV_new srfJ steC sspH2 sseI steB spvD_new sseG sseF sifB pipB2 steA sifA gtgE steE spvB gogB sseK1 gtgA sopD2 pipB
7028 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 116 0 0 0 3
7135 0 0 0 0 8574 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7230 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1
7328 0 0 0 0 0 0 0 0 0 0 0 0 64 0 0 0 0 0 0 0 0 0 0 0 0
7428 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1
7528 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1
7628 0 0 0 1 2 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
7728 0 0 0 3 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 2
7828 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 2
7928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 15195
8028 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 3
8135 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 8472 0 0 0 0 0 1
8230 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
8328 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 12409 0 0 0 0 0 0 0 0 1
8428 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8528 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
8628 0 0 0 7733 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8728 0 0 1632 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8828 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8928 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2
9028 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
9131 0 0 0 0 0 0 0 0 1 0 1481 1 0 0 0 0 0 0 0 0 0 0 0 0 0
9229 0 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1
9328 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
9428 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2
9528 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1136 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
2136 0 0 0 3 0 2 1 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 1658 0
3136 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0
4136 0 0 0 0 0 1 0 0 0 4 1 0 1 0 0 1 2 0 0 0 0 0 0 0 0
5136 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6136 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
7136 0 0 0 9566 0 0 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
8136 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
985 756 0 0 0 0 1 0 0 0 4 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
1029 0 0 0 0 0 3 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
1137 0 0 0 0 0 4 0 0 0 3 1 0 93520 0 0 0 2 0 0 0 0 0 0 0 1
1231 0 0 0 0 0 1 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
1329 0 0 0 0 0 0 1 0 0 4 2 0 1 0 0 0 4 0 0 0 40955 0 2 0 0
1429 0 0 0 0 0 3 1 0 0 3 0 3735 0 0 0 1 1 0 0 0 2 0 0 0 0
1529 0 0 0 0 0 123356 0 0 0 0 0 0 0 2 0 0 4 0 0 0 1 0 0 0 0
1629 0 0 0 3 0 2 0 0 0 6 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
1729 0 0 0 0 0 4 0 0 0 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1829 0 0 0 0 0 1 1 0 0 4 2 0 0 204 0 0 4 0 0 0 0 0 0 0 0
1929 0 0 0 0 0 5 0 0 0 2 118600 0 1 0 0 0 2 0 0 0 1 0 1 1 0
2029 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0
2137 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
2231 0 0 0 0 0 2 0 0 0 2 2 0 1 0 0 7639 1 0 0 0 0 0 0 0 0
2329 0 0 0 1 0 0 0 0 0 2 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0
2429 0 0 0 0 0 0 0 0 0 1 2 1 0 0 508 0 1 10989 0 0 1 0 0 0 0
2529 0 0 0 2 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2629 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 486
2729 0 0 0 0 0 5 1 0 0 4 0 0 1 0 0 0 4645 0 0 0 0 0 0 0 0
2829 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 1 1 0 0 1 1 0 1 0 0
2929 0 0 0 0 0 2 1 0 0 3 1 0 0 0 0 0 1 0 0 0 3 0 0 0 0
3029 0 0 0 0 0 0 1 0 0 3 1 0 0 0 0 0 4 0 0 0 1 0 0 0 1
3137 0 0 0 0 0 0 0 0 0 2 2 1 0 0 0 0 3 0 0 0 0 0 0 0 0
3231 1 0 0 0 0 1 0 1 0 4 1 0 1 11879 0 0 0 1 0 0 1 0 0 0 0
3329 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 10 0 0 0 1 0 0 0 0
3429 0 0 0 0 0 2 0 0 0 4 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
3529 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 2 0 0
3629 0 0 0 0 0 0 2 0 0 4 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
3729 0 0 0 0 0 2 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
3829 0 0 0 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0 0 0 2 0 0 0 0
3929 0 0 0 0 0 1 0 0 0 4 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
4029 0 0 0 0 0 18671 1 0 0 11 2 1 1 0 0 0 1 1 0 0 0 0 0 0 0
4137 0 0 0 0 0 2 0 0 0 4 3 0 0 0 0 1 4 1 0 0 2 0 0 0 0
4231 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 41 0 0 0 0
4329 0 91 0 0 0 2 0 0 0 3 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0
4429 0 0 0 519 0 2 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0
4529 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
4629 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 26 3 0 0 0 0 0 0 0 0
4729 0 0 0 0 0 2 0 0 0 2 1 0 0 0 0 0 0 0 0 0 80 0 0 0 0
4829 0 0 0 0 0 1 0 0 0 2 3 2 0 0 0 0 1 0 0 0 0 0 1498 0 0
4929 0 0 0 0 0 1 0 0 0 2 3 0 0 0 0 0 1 1 0 0 1 0 0 0 0
5029 0 0 0 0 0 4 1 0 0 2 0 0 0 0 0 0 111 0 0 1 1 0 0 1 0
5137 0 0 0 0 0 0 2 0 0 4 0 1 0 0 0 0 2 0 0 0 3 0 0 0 0
5231 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0
5329 0 0 0 1 0 2 1 0 0 10 2 0 1 0 0 0 0 0 0 0 1 0 0 0 0
5429 0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0 1 0
5529 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5629 0 0 0 0 0 2 0 0 0 5 1 0 0 0 0 0 2 0 0 130 0 0 0 0 0
5729 0 0 0 0 0 3 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5829 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
5929 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1
6029 0 0 0 0 0 0 19960 0 0 15 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
6137 0 0 0 0 0 3 0 15 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
6231 0 0 0 3 0 0 0 0 0 17 0 0 0 0 0 3 0 0 0 0 0 0 0 0 1
6329 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 1 3 0 0 0 0 0 0 0
6429 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
6529 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
6629 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0
6729 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
6829 0 0 0 0 0 1 0 0 0 1 1 0 1 1 0 0 1 0 0 0 0 0 1 0 0
6929 0 0 0 0 0 0 0 0 0 55 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7029 0 0 0 0 0 2 0 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7137 0 0 0 0 0 2 1 0 0 4 2 0 1 1 0 0 1 0 0 0 1 0 0 0 0
7231 0 0 0 0 0 1 1 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7329 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7429 0 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
7529 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7629 0 1 0 1 0 9 0 0 1 3 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0
7729 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 2 1 0 0 1 0 0 0 0
7829 0 0 0 0 0 0 0 0 0 1 2 0 3 2 0 0 0 0 0 0 0 0 0 0 0
7929 0 0 0 0 0 2 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0
8029 0 0 167 0 0 5 2 0 0 7 1 0 0 1 0 0 2 0 0 0 1 0 0 0 0
8137 0 0 0 0 0 1 0 0 0 3 0 0 0 1 0 0 62512 0 0 0 0 0 0 0 0
8231 0 0 0 0 0 3 0 0 0 19 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0
8329 0 1 0 0 1 3 0 0 0 364882 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0
8429 0 0 0 0 0 2 0 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
8529 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8629 0 0 0 0 0 0 0 0 0 2 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0
8729 0 0 0 0 0 1 0 0 0 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8829 0 0 0 0 0 2 0 2 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8929 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0
9029 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9132 0 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9230 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 0 1 0 0
9329 0 0 0 0 0 1 0 0 0 2 2 0 0 0 1 0 2 0 0 920 0 0 0 1387 0
9429 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
9529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9629 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0
1138 0 0 1 0 0 0 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
2138 0 0 3 0 0 0 0 0 0 1 2 0 0 0 2 0 0 0 0 0 0 0 0 0 1
3138 0 0 3 0 0 0 0 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2
4138 1 47 7 0 0 0 0 0 0 1 0 0 0 0 1 0 0 4 0 0 0 0 0 0 0
5138 0 0 1 0 0 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1
6138 0 0 2 0 0 16 0 0 0 2 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0
7138 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8138 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
986 1 0 105345 0 1 0 0 0 0 2 3 0 0 0 0 0 0 2 0 0 0 0 0 0 0
1030 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
1139 0 0 2 0 0 0 0 0 0 1 3 0 0 0 1 0 0 0 0 0 0 0 0 0 1
1232 0 0 2 0 0 0 0 0 0 4 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
1330 0 0 1 0 0 0 0 0 0 3 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0
1430 0 0 4 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3
1530 1 0 1 0 0 0 0 0 0 4 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0
1630 0 0 0 0 0 0 0 1 0 1 0 1 8 0 40824 0 0 2 0 0 0 0 0 0 0
1730 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 1
1830 0 0 1 1 1 0 0 2 0 5 1 0 0 0 2 0 0 2 0 0 0 0 0 0 0
1930 0 1 5 0 0 0 0 0 0 6 2 0 0 0 0 0 0 5 0 1 0 0 0 0 0
2030 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0
2139 1 0 2 2 0 4 0 0 0 3 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0
2232 0 0 2 0 0 0 0 0 0 4 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
2330 0 0 2 0 0 0 0 0 0 2 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0
2430 0 0 118 0 0 0 0 0 0 2 0 0 2 0 4 0 0 3 0 0 0 0 0 1 0
2530 0 0 4 0 0 107827 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0
2630 1 0 36 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1
2730 1 1 9 0 0 0 0 1 0 3 1 0 0 0 2 0 0 2 0 0 0 0 0 0 0
2830 0 0 8 0 0 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
2930 0 0 0 0 0 0 0 2 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 1
3030 0 0 6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0
3139 0 0 3 0 0 0 0 0 0 4 3 0 0 0 2 0 0 1 0 2 0 0 0 1 0
3232 0 0 5 0 0 0 0 0 0 5 1 0 0 0 1 0 0 45154 0 0 0 0 0 0 1
3330 1 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0
3430 0 0 2 0 0 0 0 2523 0 3 0 0 0 0 3 0 0 0 0 8001 0 0 0 0 1
3530 1 0 1 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1
3630 0 0 1 0 0 0 1 0 0 2 1 0 0 0 2 0 0 6 0 0 0 0 0 0 0
3730 0 0 3 0 0 0 0 0 0 8 2 0 0 0 2 0 0 0 0 3 0 0 0 3 0
3830 0 0 5 0 0 0 0 0 0 5 1 0 0 0 0 0 0 1 0 0 0 0 0 1 2
3930 1 0 2 0 0 0 0 0 0 2 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0
4030 0 0 2 0 0 0 0 0 0 4 0 0 1 0 0 0 0 3 0 0 0 0 0 0 0
4139 0 0 5 0 1 0 0 1 0 4 2 0 0 0 2 0 0 2 0 1 0 0 0 0 2
4232 1 0 2 0 0 0 0 0 0 2 2 0 0 0 0 0 0 1 0 1 0 0 0 0 0
4330 0 0 4 0 0 0 0 0 0 2 0 0 0 0 3 0 0 0 0 0 262 0 0 0 0
4430 1 0 2 0 0 305 0 81 0 5940 2 0 0 0 3 0 0 1 0 0 0 0 0 0 0
4530 0 0 1 0 0 0 0 1 0 10 2 0 0 0 2 0 0 0 0 0 0 0 0 0 1
4630 0 0 7 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 185
4730 0 0 4 0 0 0 0 1 0 2 0 0 1 0 1 0 0 1 0 0 0 0 0 0 2
4830 0 0 7 0 0 0 0 0 0 5 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0
4930 0 0 6 0 0 0 0 1 1 4 3 0 0 0 1 0 0 1 0 0 0 0 0 74 600
5030 0 0 3 0 0 0 0 0 0 2 1 0 0 0 1 0 0 3 0 0 0 0 0 0 30443
5139 1 0 3 0 0 0 0 0 0 1 0 0 0 0 3 0 0 0 0 1 0 0 0 1 1
5232 0 0 7 0 0 0 0 0 0 3 2 0 0 0 2 0 0 0 0 0 0 0 0 0 3
5330 0 1 9 0 0 0 0 0 0 5 2 0 1 0 1 0 0 2 0 0 0 0 0 0 1
5430 1 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 7364 0
5530 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5630 0 0 0 0 8472 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1
5730 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5830 0 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 3
5930 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6030 0 0 3 0 0 0 0 1 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1
6139 1 1 1 0 0 7 0 71722 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2
6232 0 0 4 0 0 0 0 1 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 0 2
6330 0 0 1 0 0 0 0 0 0 2 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0
6430 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
6530 0 0 2 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
6630 0 0 1 0 0 0 0 0 0 6 0 0 0 0 1 0 0 0 0 1 747 0 0 0 0
6730 0 0 2 0 0 0 0 0 0 2 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0
6830 0 272 2 1 0 0 0 1 0 2 0 2 0 0 6 1 0 2 0 0 1 0 0 0 1
6930 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 62 1
7030 0 0 4 0 0 0 0 0 0 2 1 0 0 0 0 0 0 63247 0 1 0 0 0 0 0
7139 0 0 3 1 0 0 0 4 0 1 0 19 0 0 1 0 0 4 0 87 0 0 0 2 1
7232 0 0 7 0 0 0 0 220 0 2 3 0 0 1 3 0 0 0 0 0 0 0 0 0 0
7330 0 0 2 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
7430 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0
7530 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
7630 0 0 29381 1 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 3 0
7730 0 0 2 0 0 0 0 0 0 6 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0
7830 0 17 8 0 0 0 0 0 0 1 0 0 0 0 1 0 0 6 0 0 0 0 0 0 0
7930 0 1 5 0 0 0 0 0 2 200349 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1
8030 0 0 15 231 0 0 0 0 0 9 1 0 1 0 6 0 1 0 0 0 0 0 0 0 3
8139 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 19
8232 0 0 1 0 0 1 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1
8330 0 0 1 0 0 0 0 0 0 3 0 0 0 0 2 0 0 2 0 0 0 0 0 0 1
8430 0 0 1 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
8530 0 0 2 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0
8630 0 0 1 0 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
8730 0 0 1 0 0 0 0 0 0 3 2 0 0 0 1 0 0 2 0 1 0 0 0 3152 0
8830 2 0 4 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
8930 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9030 1 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0
9133 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 138
9231 5062 0 3 0 0 1 0 0 0 6 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0
9330 0 0 4 0 0 0 0 1 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 1 0
9430 0 0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
9530 0 0 1 0 0 0 0 0 0 1 0 0 1 0 200 0 0 1 0 0 0 0 0 0 0
9630 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1140 0 0 0 3 0 0 0 0 8 0 0 3 0 0 1 22 5 8 1 0 0 2 0 0 5
2140 0 0 0 8 0 0 0 0 9 0 0 1 2 0 0 29 1 3 2 0 0 3 0 0 0
3140 0 0 0 7 0 0 0 0 9 0 2 1 136639 0 0 19 2 4 0 0 0 2 0 0 11
4140 0 0 0 4 0 0 0 0 3 0 3 1 3 0 0 19 2 12 0 0 0 4 0 0 5
5140 0 0 0 4 0 0 0 0 6 0 2 0 1 0 0 12 3 5 0 0 0 0 0 0 5
6140 0 0 0 4 0 0 0 0 16 0 4 0 5 0 0 194 3 12 1 0 0 4 0 0 4
7140 0 0 1 5 0 0 0 0 1 0 2 2 2 0 0 12 2 9 0 0 0 1 0 0 6
8140 0 0 0 43 0 0 0 0 81133 0 3 0 0 0 0 20 1 12 0 0 0 2 0 0 6
987 0 1 0 7 0 1 0 0 8 0 2 2 4 0 1 71 3 17 2 0 0 2 0 0 8
1031 0 0 0 4 0 0 0 0 1 0 1 1 2 0 0 13 2 5 1 0 0 0 0 0 3
1141 0 0 169 4 0 0 0 0 2 0 1 1 2 0 1 35 1 13 2 0 0 2 0 0 4
1233 0 0 0 3 0 0 0 0 4 0 1 0 3 0 0 18 2 12 0 0 0 1 0 0 2
1331 0 0 0 6 0 0 0 0 3 0 0 3 8 0 0 24 0 5 1 0 0 2 0 0 4
1431 0 1 0 6 0 0 0 0 6 0 5 1 2 0 1 13 1 11 1 0 0 2 0 0 2
1531 0 0 0 2 0 0 0 0 8 0 2 2 3 0 0 31 1 17 0 0 0 4 0 0 10
1631 0 1 0 2 0 0 0 0 10 0 2 1 3 1 0 13 4 7 2 0 0 2 0 0 6
1731 0 0 0 12 0 0 0 0 13 0 10 1 10 0 1 33 2 18 0 0 0 7 0 0 10
1831 0 1 0 9 0 0 1 0 12 0 8 5 4 0 2 58 7 14 1 0 0 6 0 0 8
1931 0 0 0 10 0 0 0 0 11 0 5 3 4 0 0 56 8 20 1 0 0 6 0 0 14
2031 0 0 0 11 0 0 0 0 9 0 2 0 4 0 0 16 2 4 0 0 0 0 0 0 9
2141 0 1 0 4 0 0 0 0 9 0 1 1 3 0 2 23 5 3 0 0 0 2 0 0 1
2233 0 1 0 3 0 0 0 0 7 0 2 3 9 0 0 28 1 12 12928 0 0 2 0 0 16
2331 0 2 0 279882 1 0 12 1 5 0 2 0 4 0 0 19 3 9 1 0 472 3 0 0 5
2431 0 1 0 2 0 0 1 0 3 0 1 0 7 0 0 19 1 2 1 0 0 2 0 0 1
2531 0 0 0 3 0 0 0 0 6 0 2 0 5 0 0 31 0 8 1 0 0 2 0 0 1
2631 0 0 0 1 0 1 0 0 3 0 2 0 0 0 1 15 3 5 0 0 0 1 0 0 8
2731 0 1 0 9 0 55 0 0 30 0 3 0 16 0 1 74 3 29 3 0 0 12 0 0 13
2831 0 0 0 5 0 0 0 0 11 0 2 0 5 0 2 37 3 7 2 0 0 7 0 0 6
2931 0 0 0 4 0 0 0 0 8 0 2 2 1 0 0 20 40873 18 1 0 0 6 0 0 4
3031 0 0 0 6 0 0 0 0 9 0 1591 2 8 0 1 40 8 13 2 0 1 8 0 0 6
3141 0 1 0 7 0 0 0 0 14 0 2 3 5 0 1 40 1 15 0 0 0 2 0 0 6
3233 0 0 0 6 0 0 0 0 7 0 2 3 2 0 0 196 0 6 0 0 0 2 0 0 6
3331 0 0 0 7 0 0 1 0 11 0 1 2 4 0 0 28 4 15 2 0 0 3 0 0 29
3431 0 0 0 1 0 0 0 0 7 0 3 2 1 0 116 41 3 5 1 0 0 2 0 0 3
3531 0 0 0 498 0 0 1 0 3 0 7 2 3 0 0 18 5 7 0 0 0 6 0 0 4
3631 0 0 0 5 0 0 0 0 5 0 0 1 1 0 0 13 1 7 0 0 1 5 0 0 7
3731 0 0 0 6 0 0 1 0 12 0 3 0 9 0 0 35 4 21 2 0 0 8 0 0 7
3831 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 2
3931 0 0 0 3 0 0 1 0 8 0 6 3 9 0 0 37 5 13 1 0 1 6 0 0 9
4031 0 0 0 2 0 0 8 0 19 0 0 3 7 0 2 44 3 21 1 0 0 6 0 0 9
4141 0 0 0 3 0 0 0 0 7 0 2 2 3 0 0 32 19 16 1 0 0 8 0 0 8
4233 0 0 0 6 0 0 0 0 7 0 1 2 4 0 2 29 4 10 1 0 0 4 0 0 4
