WT sseJ sseL slrP ssaV_new srfJ steC sspH2 sseI steB spvD_new sseG sseF sifB pipB2 steA sifA gtgE steE spvB gogB sseK1 gtgA sopD2 pipB
9310 0 0 20 5 2 0 1 0 0 0 0 10306 2 1 3 0 23 0 0 0 3 0 4 0 0
9410 0 0 3 8 0 0 1 0 0 0 0 0 0 0 1 0 10 0 0 0 2 0 3 0 0
9510 0 0 163 1 0 0 2 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0
9610 0 0 1 4 1 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 2 0 0
150 0 0 3 0 2 0 2 0 0 0 0 0 0 0 0 0 1 0 3 0 2 0 3 5 1
250 0 1 7 0 4 4 3 0 0 0 0 0 0 0 0 0 3 0 3 0 6 0 1 8 2
350 0 0 7 0 3 1 2 0 0 0 0 0 0 0 0 0 3 0 1 0 3 0 0 7 1
450 0 0 4 0 4 2 4 0 0 0 0 0 0 0 0 0 6 0 2 0 1 0 1 6 1
550 0 0 2 0 5 0 0 0 0 0 246 0 0 0 0 0 2 0 0 0 1 0 0 9 0
650 0 0 6 0 3 0 2 0 0 0 0 0 0 0 0 0 1 0 4 0 0 0 1 8 1
750 1 1 2 0 1 0 2 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0 1 453985 0
850 0 4 4 0 37 0 0 0 0 0 0 0 0 0 0 0 3 0 4 229 1 0 2 2 0
940 0 259 16 0 20 2 8 0 0 0 1 0 0 0 0 0 3 0 9 0 5 0 4 8 2
1011 0 1 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 3 0 2 0 0 3 0
1115 0 0 16 0 3 2 2 0 0 0 1 0 0 0 0 0 2 0 10 0 5 0 2 10 0
1213 0 0 77071 0 1 0 4 0 0 0 0 0 0 0 0 0 2 0 6 0 2 0 1 11 0
1311 0 1 10 0 8 2 0 0 0 0 0 0 0 0 0 0 1 0 1 0 8 0 1 15 0
1411 0 0 6 0 5 0 3 0 0 0 0 0 0 0 0 0 2 0 3 0 1 0 2 6 3
1511 0 1 4 0 7 2 3 0 0 0 0 0 0 0 0 0 2 0 4 0 1 0 2 9 1
1611 0 0 6 0 3 4 3 0 0 0 0 0 0 0 0 0 2 0 4 0 2 0 3 9 1
1711 0 2 7 0 5 5 3 0 960 0 0 0 0 0 0 0 5 0 5 0 1 0 2 10 3
1811 0 4 5 0 10 1 3 0 0 0 0 326 0 0 0 0 3 0 6 0 3 0 1 15 1
1911 0 0 9 0 17 1 7 0 0 0 0 0 0 0 0 0 2 0 7 0 18 0 3 26 3
2011 0 0 6 0 3 1 2 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0 3 11 1
2115 0 0 2 0 5 0 2 0 1 0 0 0 0 0 0 0 0 0 2 0 3 0 1 7 0
2213 0 0 3 0 5 2 12 0 0 0 1 0 0 0 0 0 2 0 2 1 1 0 3 11 3
2311 0 1 6 0 140857 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 7 2
2411 0 0 4 0 1 2 0 0 0 0 0 0 0 0 0 0 2 0 1 0 5 0 3 5 2
2511 0 1 10 0 6 0 4 0 0 0 0 0 0 0 0 0 3 0 1 0 4 0 1 3 1
2611 0 0 10 0 3 0 2 0 0 0 0 0 0 0 0 0 3 0 2 0 3 0 2 13 3
2711 0 0 20 0 15 3 11 0 0 0 4 0 0 0 0 0 6 0 10 0 9 0 2 30 1
2811 0 2 5 0 6 2 3 0 0 0 0 0 0 0 0 0 19424 0 2 0 1 0 4 14 1
2911 0 0 7 0 7 6 3 0 0 0 0 0 0 0 0 0 356 0 5 0 5 0 1 7 0
3011 0 2 13 0 7 1 6 0 0 0 1 0 0 0 0 0 4 0 6 0 14 0 3 7 1
3115 0 1 4 0 3 2 4 181 0 0 0 0 0 0 0 0 1 0 7 0 3 0 4 16 1
3213 0 0 2 0 4 2 2 0 0 0 0 0 0 0 0 0 1 0 2 0 3 0 0 9 2
3311 0 0 2 0 8 1 1 0 0 0 0 0 0 0 0 0 2 0 2 0 1 1 4 7 1
3411 0 0 6 0 4 2 0 0 0 0 0 0 0 0 0 0 429 0 3 0 2 0 1 7 0
3511 0 1 7 0 2 1 6 0 0 0 1 0 0 0 0 0 1 0 6 0 3 1 2 6 0
3611 0 1 6 0 11 1 6 0 0 0 0 0 0 0 0 0 1 0 6 0 4 0 0 9 6
3711 0 0 8 0 7 1 6 0 0 0 0 0 0 0 0 0 4 0 7 0 4 0 2 12 1
3811 0 1 5 0 4 1 4 0 0 0 1 0 0 0 0 0 2 0 8 0 4 0 2 8 1
3911 0 0 62 0 5 2 3 0 0 0 1 0 0 0 0 0 2 0 3 1 0 0 46241 12 0
4011 0 1 19 0 7 1 7 0 426 0 0 0 0 0 0 0 2 0 4 0 3 0 4 9 3
4115 0 0 10 0 10 2 4 0 0 0 1 0 0 0 0 0 2 0 4 0 3 0 2 10 2
4213 0 0 9 0 10 2 3 0 0 0 1 0 0 0 0 0 3 0 1 0 344 1050 2 13 2
4311 0 2 6 0 3 1 3 0 0 0 0 0 0 0 0 0 2 0 7 0 2 0 1 7 1
4411 0 0 6 0 3 29915 1 0 0 0 0 0 0 0 0 0 2 0 3 0 4 0 1 11 0
4511 0 0 3 0 3 1 4 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 41 0
4611 0 1 5 0 3 0 2 0 0 0 0 0 0 1 0 0 1 0 3 0 34524 0 4 13 2
4711 0 0 6 0 5 0 3 0 0 0 1 0 0 0 0 0 0 0 2 0 4 0 1 17 0
4811 1 1 8 0 7 0 5 0 0 0 1 0 0 0 0 0 3 0 5 0 4 2 4 9 1
4911 0 1 9 0 8 4 1 0 0 0 1 0 0 0 0 0 4 0 3 0 4 0 3 11 0
5011 0 1 5 0 4 1 2 0 0 0 0 0 0 0 0 0 1 0 2 0 6 0 2 8 6
5115 0 4 13 0 5 4 3 0 0 0 6467 0 0 0 0 0 2 0 3 0 2 1 1 10 3
5213 0 0 3 0 2 1 2 0 0 0 0 0 0 0 0 0 1 0 3 0 6 223 4 11 0
5311 1 2 86034 0 18 1 9 0 1 0 2 0 0 0 0 0 5 0 8 0 7 4 3 36 2
5411 0 0 9 0 4 1 3 0 1 0 0 1 0 0 0 0 0 0 3 0 1 0 3 7 4
5511 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5611 0 1 4 0 4 0 404 0 0 0 0 0 0 0 0 0 0 0 2 0 1 444 2 9 2
5711 0 0 3 0 2 0 2 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 2 0
5811 0 3 5 0 3 1 3 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 2 4 3
5911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6011 0 1 1 0 4 0 1 0 0 0 2 0 0 0 0 0 1 0 2 0 5 0 1 7 0
6115 0 1 5 0 4 0 1 0 0 0 0 0 0 0 0 0 1 0 4 0 7 1 2 22 1
6213 0 1 7 0 5 0 2 0 0 0 0 0 0 0 0 0 1 0 5 0 4 0 0 64 2
6311 0 0 4 0 6 1 2 0 0 0 0 0 0 0 0 0 0 0 6 0 2 0 3 10 1
6411 0 0 2 0 2 2 0 0 0 0 0 0 0 0 0 0 3 0 9 0 4 0 0 8 0
6511 0 0 2 0 1 0 0 0 0 0 2 0 0 0 0 0 4 0 6 0 6 0 1 8 5
6611 0 1 6 0 3 1 4 0 0 0 0 0 0 0 0 0 3 0 9 0 8 0 2 8 0
6711 0 0 3 0 4 2 1 0 0 0 0 0 0 0 0 0 3 0 5 0 3 0 2 17 1
6811 0 0 8 0 4 1 2 0 0 0 0 0 0 0 0 0 2 0 4 0 3 1 0 6 2
6911 0 0 9 0 5 1 4 0 0 0 0 0 0 0 0 0 1 0 2 0 1 1 6 9 2
7011 0 2 8 0 5 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 4 0 6 9 1
7115 0 1 6 0 1 4 2 0 0 0 0 0 0 0 0 0 2 0 4 0 4 0 3 13 0
7213 0 1 5 0 10 0 4 0 0 0 0 0 0 0 0 0 3 0 0 0 1 1 0 11 4
7311 0 0 2 0 3 2 1 0 0 0 0 0 0 0 0 0 3 0 2 0 5 0 0 9 0
7411 0 1 10 0 6 0 2 0 0 0 1 0 0 0 0 0 1 0 2 0 3 1 2 18 0
7511 0 0 3 0 5 0 2 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 8 0
7611 0 2 8 0 6 2 7 0 0 0 0 0 0 0 0 0 6 0 162073 0 6 0 1 20 0
7711 0 2 8 0 3 3 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 8 1
7811 494 1 5 0 6 15 0 0 0 0 0 0 0 0 0 0 3 0 3 0 66509 1 3 12 0
7911 0 2 9 0 10 3 39181 0 0 0 0 0 0 0 0 0 1 0 3 0 13 0 6 11 0
8011 0 0 0 0 7 2 1 0 0 0 2 0 0 0 0 0 1 0 4 0 1 0 2 5 0
8115 0 0 5 0 4 1 1 0 0 0 1 0 0 0 0 0 0 0 7 0 5 0 3 9 2
8213 0 1 13 0 2 1 14 0 0 0 0 0 0 0 0 0 1 0 3 0 2 0 0 8 1
8311 0 0 5 0 3 0 5 0 0 0 0 0 0 0 0 0 3 0 8 0 4 0 2 11 2
8411 0 1 6 0 5 0 4 0 0 0 0 0 0 0 0 0 2 0 4 0 5 0 2 9 2
8511 0 0 2 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1 3 0
8611 0 0 5 0 4 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 4 0 3 8 2
8711 0 1 2 0 6 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 3 7 0
8811 0 1 6 0 3 2 1 0 0 0 0 0 0 0 0 0 1 0 2 0 1 0 1 12 1
8911 0 0 2 0 2 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 2 0 0 3 0
9011 0 2 1437 1 4 3 25491 0 0 0 0 0 0 0 0 0 1 0 5 0 9 0 6 18 2
9114 0 28237 6 0 1 0 5 0 0 0 0 0 0 0 0 0 2 0 5 0 3 1 1 4 0
9212 0 1 4 0 5 2 5 0 0 0 1 0 0 0 0 0 1 0 6 0 3 0 3 8 0
9311 0 1 9 0 17 0 1 0 0 0 0 0 0 0 0 0 3 0 8 0 6 0 0 5 1
9411 0 3 4 0 8 0 2 0 0 0 0 0 0 0 0 0 3 0 8 0 6 0 2 4 0
9511 0 0 2 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 5 60374
9611 0 1 2 0 1 0 1 0 0 0 1 0 0 0 0 0 2 0 2 0 1 0 0 2 0
160 0 7 1 1 1 0 0 0 8 0 0 0 2 4 0 0 0 0 0 10 0 0 0 3 0
260 0 7 1 3 1 0 0 0 2 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 0
360 0 6 1 5 1 0 1 0 133 0 0 0 1 1 0 0 0 0 0 8 0 0 0 2 0
460 0 8 0 5 0 0 0 0 4 0 0 0 0 1 1 0 0 0 0 5 0 0 0 1 0
560 0 8 0 3 0 0 0 0 5 0 0 0 1 1 0 0 0 0 0 7 0 0 0 0 0
660 0 10 2 1 2 0 1 0 4 0 0 0 0 2 0 0 0 0 0 4 0 0 0 2 0
760 0 4 0 2 0 0 0 320 2 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
860 0 4 1 1 0 0 0 0 5 0 0 0 0 5 0 0 0 0 0 6 0 0 0 3 0
950 0 29 5 5 0 0 0 1 7 0 0 0 0 2 0 0 0 0 0 12 0 0 0 3 0
1012 0 7 0 1 1 0 0 0 5 0 0 0 0 2 0 0 1 0 0 8 0 0 0 2 0
1116 0 17 3 3 2 0 0 0 8 0 0 0 0 6 0 0 0 0 0 16 0 0 0 3 0
1214 0 11 0 1 1 0 2 0 1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 3 0
1312 0 12 0 5 2 0 0 0 1 0 0 0 1 1 0 1 1 0 0 10 0 0 0 2 0
1412 0 15 3 3 0 0 0 0 8 0 0 0 0 1 0 0 0 0 0 6 0 0 0 1 0
1512 0 9 1 2 0 0 0 0 7 0 0 0 2 4 0 0 0 0 0 10 0 0 0 0 0
1612 0 7 0 5 2 0 0 0 3 0 0 0 0 2 0 1 0 0 0 5 0 0 0 1 0
1712 0 22 1 9 6 0 0 0 9 0 0 0 0 4 0 0 0 0 0 22 1 0 0 1 0
1812 0 17 2 5 1 0 0 0 10 0 0 0 2 3 0 0 1 0 0 15 0 0 0 4 0
1912 0 15 2 11 0 0 2 0 18 0 0 0 0 10 1 0 0 0 0 15 0 0 0 1 0
2012 0 12 1 2 1 0 2 0 7 0 0 0 0 5 0 0 0 0 0 7 1 0 0 0 0
2116 0 6 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 6 0 0 0 2 0
2214 0 6 0 3 0 0 0 0 3 0 0 1 1 2 0 0 0 0 0 6 0 0 0 2 0
2312 0 7 0 1 1 0 0 1 4 0 0 0 0 14150 0 0 0 0 0 5 0 0 0 0 0
2412 0 7 0 47694 0 0 0 0 1 0 0 0 0 3 0 0 0 0 0 7 0 0 0 0 0
2512 0 7 1 7 3 0 0 0 5 0 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0
2612 0 8 0 7 1 0 0 0 3 0 0 0 0 2 0 0 0 0 0 20 1 0 0 1 0
2712 0 24 13604 4 3 0 1 0 20 0 0 0 2 9 0 0 0 0 0 28 0 0 0 5 0
2812 1 17 3 2 0 0 4 6 10 0 1 3 0 5 0 5 2 683 0 21 0 1 1 44455 1
2912 0 11 1 4 0 0 1 0 19 0 0 0 1 4 0 0 1 0 0 11 0 0 0 0 0
3012 0 19 1 3 0 0 1 0 7 0 0 0 1 5 0 0 1269 0 0 6 0 0 0 1 0
3116 0 27 2 7 3 0 1 0 18 0 0 0 2 5 0 0 0 0 0 15 0 0 0 1 0
3214 0 4 0 1 1 0 0 0 12 0 0 0 3 4 0 0 283 0 0 12 0 0 0 1 0
3312 35 7 0 5 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 9 0 0 0 2 0
3412 306 6 1 4 0 0 0 0 8 0 0 0 2 3 0 1 1 0 0 11 0 0 0 3 0
3512 0 11 1 3 2 0 0 0 5 0 0 0 1 0 294 0 0 0 0 12 0 0 0 0 0
3612 0 6 1 7 1 0 1 0 5 0 0 0 0 2 0 0 0 0 0 17 0 0 0 10 0
3712 0 18 0 9 1 0 0 0 6 0 0 0 1 2 0 0 0 0 0 8 0 0 0 3 0
3812 0 8 0 9 0 0 0 0 13 0 0 0 0 3 0 0 0 0 0 23 0 0 0 1 0
3912 0 12 0 3 4 0 0 0 3 0 0 0 1 3 0 0 0 0 0 13 0 0 0 2 0
4012 0 9 2 2 2 0 0 0 5 0 0 0 1 3 0 1 0 0 0 17 0 0 0 2 0
4116 0 22 1 7 0 0 8432 0 4 0 0 0 2 5 0 0 0 0 0 23 0 0 0 1 0
4214 0 16 1 4 2 0 0 0 11 0 0 0 3 0 0 0 0 0 0 13 0 0 0 5 0
4312 0 6 1 5 0 0 1 0 5 0 0 0 1 1 0 0 0 0 0 4 0 0 0 3 0
4412 0 7 0 3 0 0 0 0 11 0 0 0 0 0 0 0 1 0 0 9 0 0 0 3 0
4512 0 6 0 8 1 0 1 0 106824 0 0 0 0 5 0 0 1 0 0 4 0 0 0 1 0
4612 0 11 0 5 0 0 0 0 6 0 0 0 1750 0 0 1 0 0 0 12 0 0 0 0 0
4712 0 9 1 7 0 0 0 0 7 0 0 0 1 33122 0 0 0 0 0 18 0 0 0 1 0
4812 0 8 1 0 2 0 0 0 4 0 0 0 2 0 0 0 0 0 0 8 0 0 0 2 0
4912 0 14 1 4 2 0 1 0 9 0 0 0 0 4 0 0 1 0 0 12 0 0 0 7 0
5012 0 13 1 5 0 0 0 0 6 0 0 0 4 6 0 2 0 1 0 7 436 0 0 1 0
5116 0 19 1 6 0 0 1 0 6 0 0 0 1 9 0 0 0 0 0 17 0 0 0 4 0
5214 0 13 1 4 2 0 1 0 6 0 1 0 1 2 0 99 0 0 0 9 0 0 0 3 0
5312 0 17 3 7 4 0 0 0 19 0 0 0 1 9 0 0 0 0 0 14 0 0 0 10 0
5412 0 5 0 3 1 0 2 0 6 0 0 0 0 2 0 0 0 0 0 11 0 0 0 2 0
5512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5612 0 10 1 5 0 0 0 0 2 0 0 0 3 1 0 0 0 0 0 14 0 0 0 0 0
5712 0 2 0 1 0 0 0 0 5 0 0 0 2 2 0 0 0 0 0 4 0 0 0 0 0
5812 3 12 0 2 2 0 0 0 2 0 0 0 2 1 0 0 0 0 0 3 0 0 0 2 0
5912 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6012 0 10876 2 3 1 0 0 0 6 0 0 0 0 1 0 1 0 0 0 15 0 0 0 1 0
6116 0 9 0 4 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 5 0 0 0 2 0
6214 0 6 1 2 1 0 1 0 6 0 0 0 1 3 0 0 99 0 0 16 0 0 0 3 0
6312 0 14 0 25 1 0 4 1 5 0 0 0 2 2 0 0 0 0 0 9 0 0 0 10 0
6412 0 8 1 1 0 0 1 0 1 0 0 0 1 2 0 0 1 0 0 8 1 0 0 0 0
6512 0 383955 1 7 1 0 1 2 5 0 0 0 0 2 0 0 0 0 0 10 0 0 0 5 0
6612 0 10 0 8 0 0 0 0 9 0 0 0 1 3 0 1 0 0 0 6 0 0 0 0 0
6712 0 12 1 3 0 0 0 0 6 0 399 0 2 1 0 0 0 0 0 7 0 0 0 1 0
6812 0 10 1 3 1 0 1 0 6 0 0 0 1 2 0 0 0 0 0 313547 0 0 0 0 0
6912 0 14 0 11 0 0 0 0 7 0 1 0 1 3 0 0 0 0 0 7 0 0 0 0 0
7012 0 3 0 3 2 0 1 0 10 0 1 0 1 2 0 0 0 0 0 10 0 0 0 2 0
7116 0 12 3 3 16391 0 0 0 7 0 0 0 0 3 0 0 0 0 0 13 0 0 0 4 0
7214 0 8 1 4 2 0 1 0 2 0 0 0 0 2 0 0 1 0 0 8 0 0 0 2 0
7312 0 9 2 0 0 0 0 0 2 0 0 0 1 1 0 1473 0 0 0 3 0 0 0 4 0
7412 0 16 0 35 0 0 0 0 7 0 0 0 2 4 0 0 0 0 0 9 0 0 0 0 0
7512 0 5 0 6386 0 0 0 0 6 0 0 0 2 1 0 0 0 0 0 6 0 0 0 4 0
7612 0 17 0 3 3 0 1 0 12 0 0 0 0 2 0 0 0 0 0 14 0 0 0 2 0
7712 0 18 3 2 1 0 0 0 9 0 0 0 0 2 0 0 0 0 0 12 0 0 0 6 0
7812 0 3 0 6 0 0 1 0 8 0 0 0 1 0 0 0 2 0 0 12 0 0 0 1 0
7912 0 10 1 3 1 0 1 0 9 0 0 0 1 1 0 0 0 0 0 10 0 0 0 3 0
8012 0 15 2 5 0 0 1 0 8 0 0 0 0 15 0 0 1 0 0 18 0 0 0 3 0
8116 0 7 2 5 0 0 1 0 5 0 0 0 0 4 0 0 0 0 0 7 0 0 0 111 0
8214 0 5 1 6 1 0 0 0 7 0 0 0 1 5 0 1 0 0 0 4 0 0 0 2 0
8312 0 7 0 6 0 0 1 0 3 0 1 0 2 2 0 0 0 0 0 8 0 0 0 2 0
8412 0 7 1 3 1 0 0 0 4 0 0 0 0 2 0 0 0 0 0 8 0 0 0 1 0
8512 0 6 1 0 2 0 0 0 4 0 0 0 0 2 0 0 0 0 0 6 0 0 0 1 0
8612 0 7 0 2 0 0 1 0 7 0 0 0 0 1 0 0 1 0 0 5 0 0 0 1 0
8712 0 4 0 2 0 0 1 0 3 0 0 0 0 5 0 0 0 0 0 3 0 0 0 1 0
8812 0 5 2 1 0 0 1 0 2 0 0 0 0 1 0 0 0 0 0 5 0 0 0 2 0
8912 0 5 0 2 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 2 0 0 0 5 0
9012 0 15 0 4 1 0 1 0 6 0 0 0 0 2 0 0 0 0 0 17 0 0 0 1 0
9115 0 13 1 2 0 0 0 0 4 0 0 0 1 1 0 0 0 0 0 5 0 0 0 2 0
9213 0 11 0 6 0 0 0 0 6 0 0 0 0 1 0 0 0 0 0 9 0 0 0 3 0
9312 0 9 0 6 0 0 1 0 8 0 1 0 2 4 0 0 0 0 0 8 0 0 0 1 0
9412 0 16 0 2 0 0 0 0 3 0 0 0 15248 5 0 0 0 0 0 8 0 0 0 1 0
9512 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9612 0 2 0 0 1 0 1 0 4 0 0 0 0 1 0 0 1 0 0 2 0 0 0 0 0
170 0 3 0 0 0 3 0 1 13 0 0 1 4 5 0 0 0 0 1 0 1 0 2 1 0
270 1 2 0 0 0 5 0 4 8 233 0 0 0 2 0 0 0 0 0 0 2 0 0 11 0
370 1 4 0 0 0 6 2 2 5 0 0 8 3 12 1 0 2 0 0 0 2 0 0 5 0
470 0 2 0 0 0 2 1 3 17 0 0 4 0 1 2 0 0 0 0 0 1 0 0 3 0
570 2 3 0 0 0 8 0 2 9 0 0 4 1 1 0 0 1 0 0 0 1 0 1 4 1
670 0 6 0 0 0 5 0 12 2 0 0 7 1 1 1 0 0 0 0 0 3 0 1 4 0
770 1 1 0 0 0 0 0 1 4 0 0 2 1 3 0 0 0 0 0 0 0 0 0 2 0
870 0 5 0 1 0 7 0 3 8 0 0 4 3 1 0 0 0 0 0 0 1 0 1 132822 2
960 0 4 0 0 0 9 0 4 25 0 0 5 1 11 1 1 0 0 0 0 2 0 4 7 0
1013 2 3 1 0 0 2 0 1 12 0 0 2 2 1 0 0 0 0 0 0 1 0 2 3 0
1117 2 4 0 0 0 5 13 2 14 0 0 5 2 10 0 0 0 0 0 0 1 0 1 9 0
1215 1 3 0 1 0 4 0 2 6 0 0 3 1 4 0 0 0 0 0 0 0 0 13619 7 1
1313 0 5 0 0 0 4 3 3 14 0 0 6 3 9 2 0 0 0 0 0 1 0 0 6 0
1413 1 3 0 0 0 8 0 4 11 0 0 174 1 3 2 0 0 0 0 0 1 0 3 10 0
1513 1 1 0 0 0 12 0 1 14 0 0 5 1 9 1 0 0 0 0 0 0 0 1 6 0
1613 0 5 0 0 0 8 0 1 9 0 0 9 1 3 0 0 0 0 0 0 2 0 1 2 0
1713 1 5 0 0 0 10 0 4 12 0 0 2 1 10 3 0 2 0 0 0 1 0 0 9 0
1813 3 9 0 0 0 7 1 7 12 0 0 6 3 15 3 0 0 0 0 0 0 0 1 13 0
1913 3 6 0 0 0 24 0 10 21 0 1 11 0 11 8 0 0 0 1 0 1 0 1 23 0
2013 0 3 0 0 0 4 0 0 6 0 0 3 1 4 0 0 0 0 0 0 0 0 0 6 0
2117 1 5 0 0 0 2 0 4 5 0 0 3 1 3 0 0 0 0 0 0 0 0 0 2 0
2215 0 7 0 0 0 4 0 0 12 0 0 5 1 5 0 0 0 0 0 0 2 0 1 9 1
2313 1 5 0 0 0 4 2 3 7 0 0 1 3 70 1 0 0 0 0 0 3 0 0 13 0
2413 1 3 0 429 0 6 1 2 6 0 0 1 1 8 0 0 0 0 0 0 0 0 0 3 0
2513 0 4 0 0 0 5 0 37180 9 0 0 1 0 2 2 0 0 0 0 0 3 0 3 9 0
2613 0 6 0 0 0 9 0 1 8 0 0 9 2 7 1 0 0 0 0 0 0 0 0 972 0
2713 1 9 0 0 0 11 2 6 20 0 0 14 2 14 5 0 0 0 0 0 0 0 1 12 0
2813 2 6 0 0 0 5 0 4 13 0 0 2 2 3 2 0 0 0 1 0 1 0 4 8 1
2913 1 7 0 0 0 9 0 2 8 0 0 7 2 0 1 0 0 0 0 0 1 0 3 11 0
3013 0 8 0 0 0 10 0 1 33176 0 0 13 10 9 5 0 0 0 0 0 1 0 1 9 0
3117 0 7 0 0 0 7 0 2 14 0 0 8 4 8 3 0 0 0 0 0 3 0 3 11 542
3215 0 7 0 0 0 3 1 1 8 0 0 8 2 18 0 0 0 0 0 0 2 0 1 7 0
3313 2 4 0 0 0 6 0 1 12 0 0 4 1 3 0 0 0 0 0 1 0 0 0 4 0
3413 0 4 0 0 0 6 0 3 15 0 435 8 2 3 1 0 0 0 0 0 0 0 2 323 0
3513 0 3 0 1 0 9 0 3 14 0 0 6 1 463 3 0 0 0 0 0 3 0 3 14 0
3613 0 6 0 0 0 2 2 2 11 0 0 3 1 4 1 0 0 0 0 0 0 0 1 336 0
3713 1 10 0 0 0 9 0 4 25 0 0 11 0 16 2 0 0 0 1 0 3 0 2 15 0
3813 2 9 0 1 0 12 0 2 16 0 0 7 1 5 3 0 1 0 0 0 1 0 0 15 0
3913 2 22 0 0 0 7 1 2 19 0 0 5 3 8 2 0 0 0 1 0 2 0 3 7 0
4013 0 12 0 0 0 12 0 2 18 0 0 8 3 10 1 0 0 0 0 0 3 0 1 15 1
4117 1 5 0 0 0 19 0 5 17 0 0 8 2 9 8 0 0 0 0 0 2 0 0 14 0
4215 1 6 0 0 0 7 0 1 50437 1 0 5 7 7 1 0 0 0 1 0 1 0 1 6 1
4313 3 1 0 0 0 12 0 3 10 0 0 3 1 6 2 0 0 0 0 0 0 0 2 7 2
4413 0 5 0 0 0 5 0 4 8 0 0 81036 3 4 2 0 0 0 0 0 2 0 2 6 0
4513 0 5 0 0 0 4 0 0 4 0 0 1 2 1 0 0 0 0 0 0 1 0 1 1 0
4613 0 4 0 0 0 8 1 1 6 0 0 887 1 4 2 0 1 0 0 0 0 0 0 10 0
4713 0 7 0 0 0 5 0 2 11 0 0 3 12 8 0 0 1 0 0 0 2 0 0 6 0
4813 2 7 0 1 0 10 0 6 12 0 0 7 5 5 4 0 0 0 0 0 1 0 1 2 0
4913 2 11 0 0 0 13 0 1 10 0 0 9 0 10 2 0 0 0 0 0 2 0 3 3 0
5013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
5117 3 9 0 0 0 12 1 5 9 0 0 10 0 9 5 0 0 0 0 0 1 0 3 16 0
5215 2 3 0 0 0 5 0 2 11 1 0 6 2 2 0 0 0 0 0 0 0 0 0 6 0
5313 4 22 0 0 0 20 3 4 21 0 0 20 2 18 2 0 0 0 0 0 6 0 20 21 5648
5413 1 4 0 0 0 7 0 0 7 0 0 6 3 5 0 0 0 0 0 0 0 0 2 8 0
5513 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
5613 1 5 0 0 0 5 0 7 7 0 0 6 3 106927 1 0 0 0 0 0 1 0 2 1 0
5713 0 3 0 0 0 4 0 1 3 0 0 0 2 3 1 0 1 0 0 0 0 0 2 4 0
5813 1 0 0 0 0 3 0 0 6 0 0 0 2 0 1 0 0 0 0 0 0 0 0 5 0
5913 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0
6013 2 4 0 0 0 6 0 2 7 0 0 10 0 3 2 0 0 0 0 0 0 0 0 4 0
6117 1 179935 0 0 0 10 0 6 6 0 0 4 1 3 3 0 0 0 0 0 0 0 1 7 0
6215 0 8 0 1 0 7 0 2 8 0 0 11 1 0 2 0 0 0 0 0 1 0 1 5 0
6313 1 6 0 0 0 8 0 0 8 0 0 4 1 6 4 0 0 0 0 0 3 0 1 11 0
6413 0 3 0 2 0 3 0 2 9 0 0 4 2 14228 0 0 0 0 1 0 2 0 0 7 0
6513 2 4 0 0 0 5 0 0 7 0 0 0 2 5 4932 0 0 0 1 0 1 0 2 6 0
6613 1 11 0 0 0 3 5539 1 14 0 0 1 1 8 1 0 0 0 1 0 1 0 1 10 0
